ItemID,CategoryNameAr,CategoryNameEn,SubCategoryNameAr,SubCategoryNameEn,SubSubCategoryNameAr,SubSubCategoryNameEn,BrandName,Price,NameAr,NameEn,BarCode,DescriptionTextAr,DescriptionTextEn,KeyFeaturesEn,HowtoUseEn,isVisible,imageUrl
71252,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للجسم,DERMO BODY,العناية بالقدم طبي,DERMO FOOT CARE,EUCERIN,15.95,EUCERIN UREAREPAIR FOOT FOAM 10% 150 ML,EUCERIN UREAREPAIR FOOT FOAM 10% 150 ML,4.01E+12,"امنحي قدميكِ العناية التي تستحقها مع رغوة القدم Eucerin UreaRepair بتركيز 10%. تم تصميم هذه الرغوة خفيفة الوزن خصيصاً لتوفير ترطيب عميق وتخفيف فوري للجفاف، الخشونة، والتشققات في القدمين. تمتصها البشرة بسرعة، بفضل تركيبتها غير الدهنية، وتحتوي على 10% من اليوريا التي تعمل على استعادة توازن الرطوبة الطبيعي للبشرة وتحسين ملمسها.  الفوائد الرئيسية: • ترطيب عميق: يوفر ترطيباً مكثفاً يدوم طويلاً للبشرة الجافة والخشنة. • أقدام ناعمة وسلسة: يلين البشرة ويجعلها أكثر نعومة، مما يقلل من التشققات والخشونة. • تركيبة سريعة الامتصاص: رغوة خفيفة تمتصها البشرة بسرعة دون ترك أي ملمس دهني. • يحتوي على 10% يوريا: يساهم في ربط الرطوبة في البشرة، مما يمنع الجفاف. • مختبر سريرياً: مناسب لمرضى السكري ومُوصى به للأقدام شديدة الجفاف والمتشققة.  طريقة الاستخدام: 1. رج العبوة جيداً: احرصي على رج العبوة جيداً قبل الاستخدام. 2. ضعي الرغوة على القدمين: ضعي كمية صغيرة من الرغوة في يدك. 3. دلكي القدمين: وزعي الرغوة على القدمين الجافتين والنظيفتين ودلكيها بلطف حتى تمتصها البشرة تماماً. 4. الاستخدام اليومي: استخدميه يومياً، ويفضل بعد الاستحمام أو قبل النوم للحصول على أفضل النتائج  ","Experience the ultimate foot care revolution with Eucerin's UreaRepair Foot Foam! This lightweight, fast-absorbing foam is enriched with 10% urea and ceramides to intensely moisturize and soothe even extremely dry, cracked heels and rough skin. Unlike traditional creams, this innovative formula transforms into a soft, velvety lotion upon application, providing immediate relief and leaving your feet feeling silky smooth all day long. Ideal for diabetic skin or anyone suffering from very dry feet, this foot foam is a game-changer in maintaining healthy, beautiful feet","1. **Intense Moisturization**: 10% urea penetrates deep into the skin to hydrate and soften thickened areas, helping reduce callouses and dryness
2. **Ceramide Strengthening**: Ceramides reinforce the skin's natural barrier function, protecting against moisture loss and external irritants
3. **Instant Relief**: Provides immediate relief for up to 48 hours, leaving feet feeling soft and smooth
4. **Lightweight & Fast-Absorbing**: Unlike heavy creams, this foam transforms into a lotion upon application, absorbing quickly without leaving a greasy residue
5. **Suitable for Diabetic Skin**: Formulated to care for very dry and diabetic skin, making it an excellent choice for those with specific foot care needs","Simply apply a generous amount of Eucerin UreaRepair Foot Foam to clean, dry feet and massage gently until it transforms into a lotion. For best results, use daily, preferably after showering or bathing while your skin is still damp",1,https://d3slxmaa2mql88.cloudfront.net/71252.jpg
71253,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,مرطب الوجه طبي,DERMO FACE MOISTURIZING,EUCERIN,35.95,EUCERIN EVEN PIGMENT SKIN PERFECTING SERUM 30 ML,EUCERIN EVEN PIGMENT SKIN PERFECTING SERUM 30 ML,6.00E+12,"احصلي على بشرة أكثر إشراقاً وتجانساً مع سيروم Eucerin Even Pigment Skin Perfecting. تم تصميم هذا السيروم القوي لاستهداف وتقليل البقع الداكنة، فرط التصبغ، وتفاوت لون البشرة. غني بـ Thiamidol®، المكون الحاصل على براءة اختراع والمثبت سريرياً لتقليل التصبغات، مما يساعد على استعادة إشراق البشرة وتجانسها مع الاستخدام المنتظم.  الفوائد الرئيسية: • تقليل البقع الداكنة: يقلل بشكل واضح من ظهور البقع الداكنة وفرط التصبغ. • توحيد لون البشرة: يعزز توحيد لون البشرة للحصول على مظهر مشرق ومتجانس. • تركيبة سريعة الامتصاص: قوام خفيف وغير لزج، يمتصه الجلد بسرعة. • ترطيب فعال: يوفر الترطيب الضروري للحفاظ على نعومة وليونة البشرة. • مختبر سريرياً: آمن وفعال لجميع أنواع البشرة، بما في ذلك البشرة الحساسة.  طريقة الاستخدام: 1. استخدام يومي: استخدميه صباحاً ومساءً على بشرة نظيفة وجافة. 2. تطبيق كمية صغيرة: ضعي كمية صغيرة من السيروم على الوجه، الرقبة، وأعلى الصدر ودلكيه بلطف. 3. اتّبعيه بمرطب: استخدمي مرطباً بعد السيروم لحبس الرطوبة داخل البشرة. 4. استخدام واقي الشمس: للحصول على أفضل النتائج، استخدمي واقي شمس أثناء النهار لحماية بشرتك من أضرار أشعة الشمس.  ","Experience the power of even-toned, radiant skin with Eucerin's Even Pigment Skin Perfecting Serum 30ml. This advanced formula harnesses the potency of Thiamidol to target and reduce pigment spots at their source. Enriched with concentrated Hyaluronic Acid, it hydrates and smoothens your skin while refining pores and evening out texture. Unlike competitors like SkinCeuticals C E Ferulic or The Ordinary's Niacinamide 10% + Zinc 1%, Eucerin's serum offers a unique blend of active ingredients in an easy-to-use, mono-chamber packaging.","1. Targets pigment spots at their source with Thiamidol
2. Hydrates and smoothens skin with concentrated Hyaluronic Acid
3. Refines pores and evens out skin texture for a more radiant complexion
4. Clinically tested, suitable for all skin types
5. Unique mono-chamber packaging ensures ingredient freshness","Apply morning and evening to cleansed skin before your moisturizer. Gently pat the serum onto your face, focusing on areas prone to hyperpigmentation.",1,https://d3slxmaa2mql88.cloudfront.net/71253.jpg
74160,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,عناية من الشمس طبي,DERMO SUN CARE,EUCERIN,21.95,EUCERIN SUN PIGMENT Fluid SPF 50+ 50Ml,EUCERIN SUN PIGMENT Fluid SPF 50+ 50Ml,4.01E+12,"كريم واقٍ من الشمس يومي وخفيف الوزن، صُمّم لتوفير حماية فائقة من أشعة الشمس مع المساعدة في منع وتقليل فرط التصبغ الناتج عن التعرض للشمس. يحتوي على تركيبة متقدمة مع فلاتر واسعة الطيف للأشعة UVA/UVB (وفقًا للمعايير الأوروبية) لحماية البشرة من الحروق والتقدم المبكر في العمر الناتج عن التعرض للشمس.  الفوائد الرئيسية: • حماية عالية SPF 50+: يوفر حماية فعّالة للبشرة من الأشعة الضارة UVA وUVB. • تقنية Thiamidol: تساعد في تقليل البقع الداكنة ومنع ظهورها مرة أخرى مع الاستخدام المنتظم. • تأثير مضاد للتصبغ: يستهدف ويقلل مظهر التصبغات الجلدية الناتجة عن التعرض للشمس. • قوام خفيف وغير دهني: يمتص بسرعة دون ترك بقايا لزجة، مما يجعله مثاليًا للاستخدام اليومي تحت المكياج. • مقاوم للماء: مناسب للأنشطة الخارجية والاستخدام اليومي.  طريقة الاستخدام: 1. يُوضع بسخاء قبل التعرض للشمس مع إعادة التطبيق بشكل متكرر، خاصة بعد السباحة أو التعرق أو استخدام المنشفة. 2. تجنّب ملامسة العينين. 3. للحصول على أفضل النتائج، يُستخدم مع منتجات إيوسيرين Anti-Pigment الأخرى.  نوع البشرة: مناسب لجميع أنواع البشرة، بما في ذلك البشرة الحساسة. تم اختباره جلديًا للتأكد من توافقه وفعاليته مع البشرة.  ","Experience superior sun protection and hyperpigmentation control with Eucerin's Sun Pigment Control Fluid SPF 50+. This lightweight, fast-absorbing fluid is formulated with Thiamidol and Licochalcone A to neutralize free radicals and treat dark spots. Unlike competitors like La Roche-Posay Anthelios XL Ultra-Light Fluid SPF 50+, which focuses mainly on sun protection, Eucerin's unique blend also visibly reduces pigmentation and age spots. Ideal for all skin types, including sensitive ones, this unscented fluid protects without leaving a greasy residue or causing irritation. Say goodbye to uneven skin tone and hello to balanced, radiant complexion with Eucerin Sun Pigment Control Fluid SPF 50+.","1. Broad-spectrum SPF 50+ protection against UVA/UVB rays.
2. Lightweight, fast-absorbing texture that's non-greasy and non-comedogenic.
3. Formulated with Thiamidol and Licochalcone A to treat dark spots and neutralize free radicals.
4. Suitable for all skin types, including sensitive ones; clinically and dermatologically tested.
5. Unscented, making it suitable for those with fragrance sensitivities.","Apply generously to face, neck, décolleté, and hands daily before sun exposure. Reapply every two hours or after swimming or sweating.",1,https://d3slxmaa2mql88.cloudfront.net/74160.jpg
75307,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,مكافحة الشيخوخة طبي,DERMO ANTIAGING,EUCERIN,38.95,Eucerin Hyaluron Filler Moisture Booster Night ,EUCERIN Hyaluron Filler Moisture Booster Night ,6.00E+12,"إيوسيرين هيالورون فيلر نايت مويستشر بوستر هو جل مرطب ومنعش مصمم لتوفير ترطيب مكثف للبشرة أثناء الليل. غني بحمض الهيالورونيك عالي ومنخفض الوزن الجزيئي، يعمل على ترطيب البشرة بعمق وتقليل ظهور الخطوط الدقيقة، مما يترك بشرتك ناعمة ومُجددة بحلول الصباح.  الفوائد الرئيسية: • ترطيب مكثف: يمنح البشرة ترطيبًا طويل الأمد طوال الليل. • تركيبة مزدوجة بحمض الهيالورونيك: يرطب حمض الهيالورونيك عالي الوزن الجزيئي سطح البشرة، بينما يخترق الحمض منخفض الوزن الجزيئي الطبقات العميقة لتعزيز الامتلاء. • قوام جل خفيف: منعش وسريع الامتصاص، ومناسب لجميع أنواع البشرة. • إصلاح ليلي: يدعم عملية تجدد البشرة الطبيعية، مما يجعلها مشرقة ومنتعشة. • غير كوميدوجينيك: لا يسد المسام، مما يجعله مثاليًا للبشرة الحساسة أو المعرضة لحب الشباب.  طريقة الاستخدام: 1. يُوضع كمية صغيرة على بشرة نظيفة في المساء قبل النوم. 2. يتم تدليك الجل بلطف على الوجه والرقبة ومنطقة الصدر. 3. يمكن استخدامه بمفرده أو بعده كريم الليل المعتاد للحصول على تغذية إضافية.  نوع البشرة: مناسب لجميع أنواع البشرة، بما في ذلك البشرة الحساسة. تم اختباره جلديًا للتأكد من توافقه وفعاليته.  ","Experience the power of hydration with Eucerin's Hyaluron Filler Moisture Booster Night, a lightweight gel that intensively moisturizes your skin overnight and keeps it hydrated for up to 72 hours. This ultra-light, refreshing formula absorbs quickly, leaving you with a fresh skin feeling in the morning and radiant skin every day. Suitable for all skin types, including sensitive skin, this gel contains only 11 ingredients, making it an ideal addition to your skincare routine.","1. **Hyaluronic Acid**: Plumps up fine lines and regenerates the skin
2. **Long-lasting Hydration**: Keeps skin moisturized for up to 72 hours
3. **Lightweight Gel Texture**: Absorbs quickly and suitable for all skin types
4. **Dermatologically Tested**: Gentle on sensitive skin with only 11 ingredients
5. **Enhances Skin Elasticity**: Helps reduce the appearance of wrinkles",Apply generously to face and neck at night after cleansing. Gently massage into the skin until fully absorbed.,1,https://d3slxmaa2mql88.cloudfront.net/75307.jpg
75308,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,عناية من الشمس طبي,DERMO SUN CARE,EUCERIN,22.95,Eucerin Hydro potect 50+ Spf ,EUCERIN Hydro potect 50+ Spf ,4.01E+12,"إيوسيرين هيدرو بروتكت SPF 50+ هو واقٍ من الشمس خفيف الوزن ومبتكر، صُمّم لتوفير حماية عالية من أشعة الشمس مع ترطيب عميق للبشرة. يجمع بين فلاتر واسعة الطيف للأشعة UVA/UVB ومكونات مرطبة فعّالة لمنع حروق الشمس، والتقدم المبكر في العمر، وجفاف البشرة الناتج عن التعرض للشمس.  الفوائد الرئيسية: • حماية عالية SPF 50+: يوفر حماية فعّالة للبشرة من الأشعة الضارة UVA وUVB. • ترطيب متقدم: غني بمكونات مرطبة تساعد في الحفاظ على توازن رطوبة البشرة الطبيعية. • تركيبة غير دهنية: تمتص بسرعة دون ترك أي بقايا لزجة على البشرة. • مقاوم للماء: مثالي للأنشطة الخارجية والتعرض الطويل للشمس. • لطيف على البشرة: تم اختباره جلديًا ليتناسب مع البشرة الحساسة.  طريقة الاستخدام: 1. يُوضع بسخاء قبل التعرض للشمس. 2. يُعاد تطبيقه بشكل متكرر، خاصة بعد السباحة أو التعرق أو تجفيف البشرة بالمنشفة. 3. تجنّب التعرض الطويل للشمس حتى عند استخدام واقي الشمس، ويفضل ارتداء الملابس الواقية عند الحاجة.  ","Experience superior sun protection with Eucerin's Hydro Protect 50+ SPF, a lightweight fluid designed to shield your skin from UVA rays, UVB rays, and high-energy visible light (HEVIS). This advanced formula is infused with Licochalcone A, a potent anti-inflammatory agent that soothes the skin while providing broad-spectrum protection. Unlike heavy sunscreens, this ultra-light fluid absorbs quickly without leaving a greasy residue or causing irritation, making it an ideal choice for all skin types, even sensitive ones.","1. Broad-spectrum protection against UVA rays, UVB rays, and HEVIS
2. Lightweight, non-greasy formula that absorbs quickly
3. Suitable for all skin types, including sensitive skin
4. Infused with Licochalcone A for anti-inflammatory benefits
5. Water-resistant for up to 80 minutes","Apply generously to face and neck before sun exposure, ensuring full coverage. Reapply every two hours or after swimming or sweating.",1,https://d3slxmaa2mql88.cloudfront.net/75308.jpg
76394,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للجسم,DERMO BODY,العناية بالقدم طبي,DERMO FOOT CARE,EUCERIN,14.55,EUCERIN UREA REPAIR PLUS 10% FOOT CREAM 100ML,EUCERIN UREA REPAIR PLUS 10% FOOT CREAM 100ML,4.01E+12,"إيوسيرين يوريا ريبير بلس 10% كريم القدمين مصمم خصيصًا لتوفير ترطيب مكثف وتخفيف الجفاف والخشونة والتشققات في القدمين. بتركيبة غنية باليوريا وعوامل الترطيب الطبيعية (NMFs)، يعمل هذا الكريم على استعادة توازن رطوبة البشرة، تنعيم الجلد المتصلب، وتعزيز حاجز البشرة لمنع فقدان الرطوبة.  الفوائد الرئيسية: • ترطيب مكثف: يحتوي على 10% يوريا لترطيب عميق يترك القدمين ناعمتين وملساء. • إصلاح الجلد المتشقق: يساعد في إصلاح وتهدئة التشققات في الكعبين الجافين. • تقشير وتنعيم: يقلل من الخشونة ويزيل التصلبات لتحسين ملمس البشرة بشكل ملحوظ. • تعزيز حاجز البشرة: يمنع فقدان الرطوبة ويزيد من قوة الجلد. • نتائج مثبتة علميًا: مناسب لمن يعانون من جفاف شديد أو تشققات أو حالات مثل السكري أو الجفاف المزمن (Xerosis).  طريقة الاستخدام: 1. يُوضع مقدار صغير على القدمين النظيفة والجافة، مع التركيز على المناطق الخشنة والمتشققة. 2. يُدلك بلطف حتى يتم امتصاصه بالكامل. 3. يُستخدم يوميًا للحصول على أفضل النتائج.  نوع البشرة: مثالي للبشرة الجافة جدًا، المتشققة، أو المتصلبة.  ","Experience the power of intense hydration with Eucerin's UreaRepair Plus Foot Cream, formulated with a potent 10% urea concentration to deeply moisturize and repair extremely dry, rough feet. This rich cream harnesses the natural moisturizing factors (NMF) along with Ceramide 3 to provide up to 48 hours of continuous hydration. Unlike competitors like O'Keeffe's For Feet Foot Cream that focus solely on urea, Eucerin's unique triple moisture complex offers superior results by combining Urea, Ceramide, and NMFs. Ideal for mature skin or those with cracked heels and calluses, this foot cream visibly improves skin condition.","1. **Intense Hydration**: 10% urea concentration penetrates deep into the skin to moisturize and repair
2. **Triple Moisture Complex**: Combines Urea, Ceramide, and NMFs for superior hydration results compared to competitors focusing solely on urea
3. **Long-lasting Moisturization**: Provides up to 48 hours of continuous hydration
4. **Ideal for Problematic Feet**: Suitable for mature skin, cracked heels, and calluses, visibly improving skin condition over time
5. **Enriched with Natural Moisturizing Factors (NMF)**: Enhances the skin's natural barrier function to lock in moisture and promote healing","Apply generously to clean feet, focusing on problem areas like heels and toes. Massage gently until fully absorbed. For best results, use daily, preferably after bathing or showering while feet are still damp.",1,https://d3slxmaa2mql88.cloudfront.net/76394.jpg
77410,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,0,DERMO FACE SERUM,EUCERIN,49.95,Eucerin Even Pigment Dual serum+ sun piment free offer,EUCERIN Even Pigment Dual serum+ sun piment free offer,200300905,,"Experience the power of dual action skincare with Eucerin's Even Pigment Dual Serum+. This innovative formula combines Thiamidol and Hyaluronic Acid to effectively reduce dark spots by up to 75% within just two weeks. Unlike other serums, this one is sun pigment free, making it perfect for all skin types. Say goodbye to uneven skin tone and hello to a radiant complexion with Eucerin's Even Pigment Dual Serum+.","1. **Dual Action Formula**: Combines Thiamidol and Hyaluronic Acid for maximum effectiveness.
2. **Sun Pigment Free**: Safe for use on all skin types and tones.
3. **Visible Results in Just Two Weeks**: Reduces dark spots by up to 75%.
4. **Suitable for All Skin Types**: Ideal for those with uneven skin tone or pigmentation issues
5. **Hydrating and Plumping**: Hyaluronic Acid helps plump up wrinkles and refine skin texture","Apply morning and evening to face after cleansing. Gently massage into the skin until fully absorbed. For best results, follow up with your regular moisturizer.",1,https://d3slxmaa2mql88.cloudfront.net/77410.jpg
77859,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,0,DERMO FACE SERUM,EUCERIN,31.5,EUCERIN SUN OIL CONTROL DOU PACK,EUCERIN SUN OIL CONTROL DOU PACK,9.78E+12,,"Experience the perfect balance of protection and control with Eucerin's Sun Oil Control Dou Pack. This duo pack combines two of their best-selling sun care products, specifically designed for oily and acne-prone skin. The Oil Control Dry Touch Face Sun Gel-Cream SPF 50 provides high protection against UVA/UVB rays while its advanced formula absorbs excess sebum, leaving your skin feeling fresh and matte. Meanwhile, the Duplo Oil Control Dry Touch Gel-Cream SPF50+ offers the same oil-controlling benefits in a larger size for extended use or sharing with family members. Ideal for those who prefer a lightweight, non-greasy sunscreen that won't clog pores or cause breakouts. Stock up on this duo pack and enjoy sun protection tailored to your skin type.","1. Advanced Spectral Technology blends UVA/UVB filters for broad-spectrum protection
2. Mattifying effect with oil-absorbing ingredients to control shine throughout the day
3. Non-comedogenic formula won't clog pores or cause breakouts, making it suitable for acne-prone skin
4. Fast-absorbing, lightweight texture that feels comfortable on the skin and doesn't leave a greasy residue
5. Water-resistant up to 80 minutes, perfect for swimming or sweating during outdoor activities","Apply the Sun Gel-Cream generously to face and exposed areas at least 20 minutes before sun exposure, reapplying every 2 hours or after bathing/sweating. For the Duplo Oil Control Gel-Cream, follow the same application routine but remember it's suitable for both face and body.",1,https://d3slxmaa2mql88.cloudfront.net/77859.jpg
77981,مستحضرات طبية,DERMOCOSMETICS,منتجات طبية للوجه,DERMO FACE,عناية حول العين طبي,DERMO EYE CARE,EUCERIN,35.95,EUCERIN EVEN PIGMENT PERFECTOR DARK CIRCLE EYE CARE 15ML,EUCERIN EVEN PIGMENT PERFECTOR DARK CIRCLE EYE CARE 15ML,6.00E+12,,"Experience the power of even-toned, radiant skin with Eucerin's Even Pigment Perfector Dark Circle Eye Care. This dermatologically tested eye cream is formulated with patented Thiamidol to target and reduce dark circles, hyperpigmentation, and puffiness. Unlike competitors like Olay's Eyes Ultimate Eye Cream or RoC Retinol Correxion Eye Cream that focus solely on specific concerns, Eucerin's innovative formula works to correct and prevent the formation of dark circles for a visibly brighter under-eye area.","1. Targets dark circles, hyperpigmentation, and puffiness
2. Clinically proven to reduce the appearance of dark circles by up to 75% in just two weeks
3. Instantly brightens under-eye area for a fresh, awake look
4. Strengthens skin's barrier function with Licorice Extract and Vitamin C
5. Suitable for all skin types, including sensitive skin","Gently pat a small amount of cream around the eye area using your ring finger. Use morning and night for best results. For optimal effectiveness, pair with Eucerin's Hyaluronic Acid + Q10 Eye Cream for added hydration and anti-aging benefits.",1,https://d3slxmaa2mql88.cloudfront.net/77981.jpg
19399,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,ماسكارا,MASCARA,EVAGARDEN,21,EVAGARDEN EXTREME VOLUME MASCARA 04,EVAGARDEN EXTREME VOLUME MASCARA 04,8.02E+12,"ماسكارا فائقة الأداء تمنحك كثافة مذهلة وتعريفاً واضحاً للرموش من أول طبقة، بتركيبة تدوم طويلاً دون تكتل أو تلطخ، لعيون جريئة ونظرة آسرة.  الميزات الرئيسية تكثيف فوري: تغلف كل رمش لتمنحه مظهراً أكثر كثافة وجرأة. ثبات طويل الأمد: تدوم حتى 3 أيام دون تلطخ أو تقشر. مقاومة للعوامل الجوية: مثالية لمقاومة الرطوبة والتعرق. فرشاة دقيقة: تضمن توزيعاً مثالياً وتفصل الرموش لتمنحها مظهراً أنيقاً. صُنع في إيطاليا: بجودة عالية ومكونات نباتية مختارة. آمنة على البشرة: خالية من البارابين والعطور وD5، وتم اختبارها من قبل أطباء الجلد.  طريقة الاستخدام ضعيها بعد الانتهاء من مكياج العيون من خلال تمرير الفرشاة من جذور الرموش حتى الأطراف بحركة تمويجية، وكرري الخطوة للرموش السفلية إذا رغبتِ، اتركيها لتجف ثم أزيليها بمزيل مكياج العيون.","Experience the dramatic transformation of your lashes with EvaGarden's Extreme Volume Mascara 04! This cult-favorite mascara delivers a spectacular effect, coating each lash for a thick, durable finish. Its active ingredients protect and nourish, while soft cream wraps each hair in every application. With lifting agents, it lengthens and defines your lashes for a stunning, lifted look that lasts all day.","1. **Extreme Volume**: Coats lashes for a thick, durable finish
2. **Protective & Nourishing**: Active ingredients protect and nourish lashes
3. **Soft Cream Wrap**: Each lash is wrapped in soft cream for even application
4. **Lifting Agents**: Lengthens and defines lashes for a lifted look
5. **Long-Lasting**: Perfect for all-day wear without smudging or flaking","Apply the mascara from root to tip, wiggling the wand slightly to ensure even coverage and maximum volume. For added drama, apply a second coat while the first is still wet. Remember to remove with warm water or your favorite makeup remover.",1,https://d3slxmaa2mql88.cloudfront.net/19399.jpg
19401,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,ماسكارا,MASCARA,EVAGARDEN,21,EVAGARDEN AQUAPROOF MASCARA 09,EVAGARDEN AQUAPROOF MASCARA 09,8.02E+12,"ماسكارا مقاومة للماء مصممة لتحمّل جميع الظروف الجوية، بما في ذلك الشمس، المطر، الثلج، البحر، والمسبح. توفر تحديدًا عاليًا للرموش دون تلطخ أو سيلان، مع ثبات يدوم حتى 3 أيام.  المميزات الرئيسية • مقاومة للماء: تتحمل جميع الظروف الجوية دون الحاجة لإعادة التطبيق. • تحديد عالي: تمنح الرموش مظهرًا محددًا ومفصولًا بدقة. • تركيبة خفيفة: تغلف الرموش بطبقة خفيفة ومريحة، مما يجعلها مرنة ولامعة. • فرشاة دقيقة: تسهل التطبيق وتضمن توزيعًا متساويًا على الرموش. • مكونات مفيدة: تحتوي على فيتامين E المعروف بخصائصه المضادة للأكسدة. • آمنة للاستخدام: خالية من البارابين والعطور، ومختبرة من قبل أطباء الجلد والعيون.   طريقة الاستخدام ضعي الماسكارا بعد الانتهاء من مكياج العيون، ومرري الفرشاة من جذور الرموش حتى الأطراف بحركة تمويجية؛  ","Experience the power of waterproof makeup with EVAGARDEN's AquaProof Mascara 09, your ultimate shield against tears and sweat. Unlike competitors like SHEIN's Waterproof Mascara For Eyelashes or VEECCI Soft Matte Air, our mascara doesn't just claim to be waterproof; it's been battle-tested for a bold eye appearance that lasts all day long. Enriched with nourishing ingredients, AquaProof Mascara 09 coats each lash, making them appear longer and defined. Say goodbye to smudges and hello to stunning, fluttery lashes that won't let you down even in the toughest conditions.","1. **Waterproof & Smudge-Proof**: Withstands tears and sweat for all-day wear without flaking or smudging.
2. **Enhances Lash Length & Definition**: Coats each lash, making them appear longer and more defined.
3. **Nourishing Formula**: Enriched with nourishing ingredients to care for your lashes.
4. **Easy Application**: The thin curling and thick stretching brush head ensures smooth application and even coverage.
5. **Cruelty-Free & Vegan**: EVAGARDEN AquaProof Mascara 09 is not tested on animals and is free from animal-derived ingredients.","Apply AquaProof Mascara 09 directly onto your upper lashes from root to tip for a dramatic, voluminous look. For added intensity, apply a second coat while the first is still wet.",1,https://d3slxmaa2mql88.cloudfront.net/19401.jpg
19402,مكياج,MAKEUP,مكياج العيون,EYE MAKEUP,اقلام العيون & اقلام حواجب,EYE AND EYEBROW PENCILS,EVAGARDEN,18,EVAGARDEN BROWFIX - EYEBROW GEL FIXER,EVAGARDEN BROWFIX - EYEBROW GEL FIXER,8.02E+12,"جل شفاف وخفيف الوزن مصمم لتثبيت الحواجب بشكل أنيق وطبيعي، يمنحك لمسة نهائية مرتبة دون تكتل أو بقايا مرئية. مثالي للاستخدام اليومي أو كخطوة نهائية بعد تحديد الحواجب.  الميزات الرئيسية • جل شفاف غير مرئي: يثبت الحواجب دون أن يترك أي أثر أو قشور. • ثبات طويل الأمد: يحافظ على شكل الحواجب طوال اليوم بفضل تركيبة التثبيت المرنة. • مكونات نباتية مهدئة: غني بالألوفيرا وخلاصة الخبّازة لتلطيف البشرة، مثالي بعد إزالة الشعر أو ترتيب الحواجب. • استخدام متعدد: يمكن استخدامه بمفرده لمظهر طبيعي أو فوق مكياج الحواجب لتثبيت إضافي. • آمن على البشرة: خالٍ من العطور والبارابين وD5، وتم اختباره من قبل أطباء الجلد. • صُنع في إيطاليا: بجودة عالية ونتائج احترافية.  طريقة الاستخدام استخدمي الفرشاة المرفقة لتمشيط الحواجب وتثبيتها بالشكل المطلوب. يمكن استخدامه بمفرده أو فوق مكياج الحواجب. أغلقي العبوة بإحكام بعد كل استخدام للحفاظ على جودة المنتج.  ","Experience the power of perfect brows with EVAGARDEN's BrowFix Eyebrow Gel Fixer! This professional-grade, waterproof gel provides long-lasting hold and definition for your eyebrows. Unlike competitors like Benefit Cosmetics' Precisely My Brow or Essence Makeup's Eyebrow Styling Gel, BrowFix offers a unique, easy-to-use brush applicator for precise application. Say goodbye to smudging and hello to perfectly groomed brows all day long!","1. **Waterproof & Long-Lasting Hold**: Keeps brows in place even in harsh weather conditions.
2. **Unique Brush Applicator**: Offers precise application for easy grooming and shaping.
3. **Buildable Formula**: Allows you to create both natural and dramatic brow looks with ease.
4. **Cruelty-Free & Vegan**: Kind to your brows and the environment, no animal testing involved.
5. **Easy Removal**: Simply use warm water and gentle soap to remove at the end of the day.","Simply comb the gel through your eyebrows using the spooly brush applicator, then gently set them in place with your fingertips or a brow comb.",1,https://d3slxmaa2mql88.cloudfront.net/19402.jpg
